# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
APL3	YBL037W	YBL037W	protein_coding	0	14	17	83	0	0	0	0	40	0	0	0	17	0	0	0	0	0	0	0	0	14	43
APL4	YPR029C	YPR029C	protein_coding	0	3	7	56	0	0	0	0	25	0	0	0	7	0	0	0	0	0	0	0	0	3	31
APL5	YPL195W	YPL195W	protein_coding	1	5	3	51	0	0	0	0	24	1	0	0	3	0	0	0	0	0	0	0	0	5	27
APL6	YGR261C	YGR261C	protein_coding	0	1	6	51	0	0	0	0	35	0	0	0	6	0	0	0	0	0	0	0	0	1	16
APM1	YPL259C	YPL259C	protein_coding	0	0	8	41	0	0	0	0	23	0	0	0	8	0	0	0	0	0	0	0	0	0	18
APM2	YHL019C	YHL019C	protein_coding	0	8	9	91	0	0	0	0	55	0	0	0	9	0	0	0	0	0	0	0	0	8	36
APM3	YBR288C	YBR288C	protein_coding	0	4	3	62	0	0	0	0	36	0	0	0	3	0	0	0	0	0	0	0	0	4	26
APM4	YOL062C	YOL062C	protein_coding	0	10	7	142	0	0	0	0	78	0	0	0	7	0	0	0	0	0	0	0	0	10	64
APN1	YKL114C	YKL114C	protein_coding	0	2	5	123	0	0	0	0	74	0	0	0	5	0	0	0	0	0	0	0	0	2	49
APN2	YBL019W	YBL019W	protein_coding	0	9	9	104	0	0	0	0	52	0	0	0	9	0	0	0	0	0	0	0	0	9	52
APP1	YNL094W	YNL094W	protein_coding	0	10	7	53	0	0	0	0	23	0	0	0	7	0	0	0	1	0	0	0	1	9	30
APQ12	YIL040W	YIL040W	protein_coding	0	1	2	92	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	0	1	48
APQ13	YJL075C	YJL075C	protein_coding	0	1	1	49	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	1	14
APS1	YLR170C	YLR170C	protein_coding	0	1	1	98	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	1	66
APS2	YJR058C	YJR058C	protein_coding	0	4	4	112	0	0	0	0	56	0	0	0	4	0	0	0	0	0	0	0	0	4	56
APS3	YJL024C	YJL024C	protein_coding	0	3	2	76	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	3	47
APT1	YML022W	YML022W	protein_coding	0	1	1	90	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	0	0	1	49
APT2	YDR441C	YDR441C	protein_coding	0	2	2	61	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	2	35
AQR1	YNL065W	YNL065W	protein_coding	1	5	5	92	0	0	0	0	35	0	0	0	5	0	0	0	0	0	1	0	0	5	57
AQY1	YPR192W	YPR192W	protein_coding	1	5	8	114	0	0	0	0	61	1	0	0	8	0	0	0	0	0	0	0	0	5	53
AQY2	YLL052C	YLL052C	protein_coding	0	2	5	50	0	0	0	0	31	0	0	0	5	0	0	0	0	0	0	0	0	2	19
ARA1	YBR149W	YBR149W	protein_coding	0	2	3	136	0	0	0	0	63	0	0	0	3	0	0	0	0	0	0	0	0	2	73
ARA2	YMR041C	YMR041C	protein_coding	0	4	3	50	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	4	24
ARB1	YER036C	YER036C	protein_coding	0	7	2	52	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	0	7	28
ARC1	YGL105W	YGL105W	protein_coding	0	3	2	62	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	3	33
ARC15	YIL062C	YIL062C	protein_coding	0	0	3	107	0	0	0	0	34	0	0	0	3	0	0	0	0	0	0	0	0	0	73
ARC18	YLR370C	YLR370C	protein_coding	0	4	1	74	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	4	42
ARC19	YKL013C	YKL013C	protein_coding	0	1	0	80	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	1	33
ARC35	YNR035C	YNR035C	protein_coding	0	1	5	91	0	0	0	0	40	0	0	0	5	0	0	0	0	0	0	0	0	1	51
ARC40	YBR234C	YBR234C	protein_coding	1	4	10	100	0	0	0	0	48	0	0	0	10	0	0	0	0	0	1	0	0	4	52
ARD1	YHR013C	YHR013C	protein_coding	1	2	8	89	0	0	0	0	39	0	0	0	8	0	0	0	0	0	1	0	0	2	50
ARE1	YCR048W	YCR048W	protein_coding	0	1	9	56	0	0	0	0	30	0	0	0	9	0	0	0	1	0	0	0	1	0	26
ARE2	YNR019W	YNR019W	protein_coding	0	5	11	57	0	0	0	0	18	0	0	0	11	0	0	0	0	0	0	0	0	5	39
ARF1	YDL192W	YDL192W	protein_coding	0	5	2	113	0	0	0	0	53	0	0	0	2	0	0	0	0	0	0	0	0	5	60
ARF2	YDL137W	YDL137W	protein_coding	0	2	2	110	0	0	0	0	51	0	0	0	2	0	0	0	0	0	0	0	0	2	59
ARF3	YOR094W	YOR094W	protein_coding	0	1	2	95	0	0	0	0	41	0	0	0	2	0	0	0	0	0	0	0	0	1	54
ARG1	YOL058W	YOL058W	protein_coding	0	4	9	73	0	0	0	0	24	0	0	0	9	0	0	0	0	0	0	0	0	4	49
ARG2	YJL071W	YJL071W	protein_coding	0	8	2	37	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	8	22
ARG3	YJL088W	YJL088W	protein_coding	0	1	0	29	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	16
ARG4	YHR018C	YHR018C	protein_coding	0	5	7	74	0	0	0	0	45	0	0	0	7	0	0	0	0	0	0	0	0	5	29
ARG5,6	YER069W	YER069W	protein_coding	0	1	1	56	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	1	33
ARG7	YMR062C	YMR062C	protein_coding	0	8	3	104	0	0	0	0	42	0	0	0	3	0	0	0	0	0	0	0	0	8	62
ARG8	YOL140W	YOL140W	protein_coding	0	5	5	94	0	0	0	0	28	0	0	0	5	0	0	0	1	0	0	0	1	4	66
ARG80	YMR042W	YMR042W	protein_coding	0	0	4	45	0	0	0	0	18	0	0	0	4	0	0	0	0	0	0	0	0	0	27
ARG81	YML099C	YML099C	protein_coding	0	11	16	102	0	0	0	0	42	0	0	0	16	0	0	0	0	0	0	0	0	11	60
ARG82	YDR173C	YDR173C	protein_coding	0	0	2	57	0	0	0	0	35	0	0	0	2	0	0	0	0	0	0	0	0	0	22
ARH1	YDR376W	YDR376W	protein_coding	0	1	2	40	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	1	21
ARI1	YGL157W	YGL157W	protein_coding	0	2	3	107	0	0	0	0	50	0	0	0	3	0	0	0	0	0	0	0	0	2	57
ARK1	YNL020C	YNL020C	protein_coding	0	8	12	128	0	0	0	0	57	0	0	0	12	0	0	0	0	0	0	0	0	8	71
ARL1	YBR164C	YBR164C	protein_coding	0	2	0	113	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	2	49
ARL3	YPL051W	YPL051W	protein_coding	0	3	2	73	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	0	3	29
ARN1	YHL040C	YHL040C	protein_coding	2	12	11	82	0	0	0	0	47	0	0	0	11	0	0	0	0	0	2	0	0	12	35
ARN2	YHL047C	YHL047C	protein_coding	1	2	5	74	0	0	0	0	24	1	0	0	5	0	0	0	0	0	0	0	0	2	50
ARO1	YDR127W	YDR127W	protein_coding	0	9	22	48	0	0	0	0	23	0	0	0	22	0	0	0	0	0	0	0	0	9	25
ARO10	YDR380W	YDR380W	protein_coding	1	2	11	44	0	0	0	0	29	0	0	0	11	0	0	0	0	0	1	0	0	2	15
ARO2	YGL148W	YGL148W	protein_coding	0	0	3	57	0	0	0	0	28	0	0	0	3	0	0	0	0	0	0	0	0	0	29
ARO3	YDR035W	YDR035W	protein_coding	0	0	1	47	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	0	23
ARO4	YBR249C	YBR249C	protein_coding	0	4	7	61	0	0	0	0	28	0	0	0	7	0	0	0	0	0	0	0	0	4	33
ARO7	YPR060C	YPR060C	protein_coding	0	1	2	51	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	1	22
ARO8	YGL202W	YGL202W	protein_coding	0	5	2	118	0	0	0	0	68	0	0	0	2	0	0	0	0	0	0	0	0	5	50
ARO80	YDR421W	YDR421W	protein_coding	1	4	6	69	0	0	0	0	32	0	0	0	6	0	0	0	1	0	0	1	0	4	37
ARO9	YHR137W	YHR137W	protein_coding	0	2	4	54	0	0	0	0	29	0	0	0	4	0	0	0	0	0	0	0	0	2	25
ARP1	YHR129C	YHR129C	protein_coding	0	4	5	37	0	0	0	0	19	0	0	0	5	0	0	0	0	0	0	0	0	4	18
ARP10	YDR106W	YDR106W	protein_coding	0	0	1	33	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	0	15
ARP2	YDL029W	YDL029W	protein_coding	1	0	7	38	0	0	0	0	19	0	0	0	7	0	0	0	0	0	0	1	0	0	19
ARP3	YJR065C	YJR065C	protein_coding	0	4	4	65	0	0	0	0	36	0	0	0	4	0	0	0	0	0	0	0	0	4	29
ARP4	YJL081C	YJL081C	protein_coding	0	2	2	65	0	0	0	0	41	0	0	0	2	0	0	0	0	0	0	0	0	2	24
ARP5	YNL059C	YNL059C	protein_coding	0	6	9	59	0	0	0	0	23	0	0	0	9	0	0	0	0	0	0	0	0	6	36
ARP6	YLR085C	YLR085C	protein_coding	0	5	4	67	0	0	0	0	29	0	0	0	4	0	0	0	0	0	0	0	0	5	38
ARP7	YPR034W	YPR034W	protein_coding	0	6	6	50	0	0	0	0	16	0	0	0	6	0	0	0	0	0	0	0	0	6	34
ARP8	YOR141C	YOR141C	protein_coding	0	11	8	94	0	0	0	0	64	0	0	0	8	0	0	0	0	0	0	0	0	11	30
ARP9	YMR033W	YMR033W	protein_coding	0	1	4	51	0	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	0	1	29
ARR1	YPR199C	YPR199C	protein_coding	0	8	10	134	0	0	0	0	47	0	0	0	10	0	0	0	0	0	0	0	0	8	87
ARR2	YPR200C	YPR200C	protein_coding	0	5	3	135	0	0	0	0	59	0	0	0	3	0	0	0	0	0	0	0	0	5	76
ARR3	YPR201W	YPR201W	protein_coding	0	5	11	123	0	0	0	0	60	0	0	0	11	0	0	0	0	0	0	0	0	5	63
ART10	YLR392C	YLR392C	protein_coding	0	2	9	69	0	0	0	0	40	0	0	0	9	0	0	0	0	0	0	0	0	2	29
ART5	YGR068C	YGR068C	protein_coding	0	1	2	30	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	1	9
ARV1	YLR242C	YLR242C	protein_coding	0	6	6	89	0	0	0	0	52	0	0	0	6	0	0	0	0	0	0	0	0	6	37
ARX1	YDR101C	YDR101C	protein_coding	1	5	14	34	0	0	0	0	20	0	0	0	14	0	0	0	0	0	1	0	0	5	14
ASA1	YPR085C	YPR085C	protein_coding	0	0	1	51	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	29
ASC1	YMR116C	YMR116C	protein_coding	0	2	0	110	0	0	0	0	53	0	0	3	0	0	0	0	0	0	0	0	0	2	54
ASE1	YOR058C	YOR058C	protein_coding	0	10	9	109	0	0	0	0	54	0	0	0	9	0	0	0	0	0	0	0	0	10	55
ASF1	YJL115W	YJL115W	protein_coding	0	5	1	55	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	5	47
ASF2	YDL197C	YDL197C	protein_coding	0	7	16	113	0	0	0	0	69	0	0	0	16	0	0	0	0	0	0	0	0	7	44
ASG1	YIL130W	YIL130W	protein_coding	0	11	12	69	0	1	0	0	17	0	0	0	11	0	0	0	0	0	0	0	0	11	52
ASG7	YJL170C	YJL170C	protein_coding	0	2	4	86	0	0	0	0	53	0	0	0	4	0	0	0	0	0	0	0	0	2	33
ASH1	YKL185W	YKL185W	protein_coding	0	5	2	107	0	0	0	0	50	0	0	0	2	0	0	0	0	0	0	0	0	5	57
ASI1	YMR119W	YMR119W	protein_coding	0	10	11	101	0	0	0	0	48	0	0	0	11	0	0	0	0	0	0	0	0	10	53
ASI2	YNL159C	YNL159C	protein_coding	0	2	2	50	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	2	17
ASI3	YNL008C	YNL008C	protein_coding	0	4	5	82	0	0	0	0	48	0	0	0	5	0	0	0	0	0	0	0	0	4	34
ASK1	YKL052C	YKL052C	protein_coding	0	2	3	51	0	0	0	0	30	0	0	0	3	0	0	0	0	0	0	0	0	2	21
ASK10	YGR097W	YGR097W	protein_coding	0	11	10	43	0	0	0	0	11	0	0	0	10	0	0	0	0	0	0	0	0	11	32
ASM4	YDL088C	YDL088C	protein_coding	1	5	8	102	0	0	0	0	45	0	0	0	8	0	0	0	0	1	0	0	0	5	57
ASN1	YPR145W	YPR145W	protein_coding	0	6	13	36	0	0	0	0	18	0	0	0	13	0	0	0	0	0	0	0	0	6	18
ASN2	YGR124W	YGR124W	protein_coding	0	3	5	41	0	0	0	0	20	0	0	0	5	0	0	0	0	0	0	0	0	3	21
ASP1	YDR321W	YDR321W	protein_coding	1	5	2	71	0	0	0	0	27	0	0	0	2	0	0	0	1	0	0	1	0	5	44
ASP3-4	YLR160C	YLR160C	protein_coding	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
ASR1	YPR093C	YPR093C	protein_coding	0	2	4	58	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	0	2	33
AST1	YBL069W	YBL069W	protein_coding	1	2	4	35	0	0	0	0	20	0	0	0	4	0	0	0	0	0	1	0	0	2	15
AST2	YER101C	YER101C	protein_coding	2	3	9	59	0	0	0	0	33	0	0	0	9	0	0	0	0	0	2	0	0	3	26
ATC1	YDR184C	YDR184C	protein_coding	0	3	3	46	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	3	20
ATE1	YGL017W	YGL017W	protein_coding	0	8	6	85	0	0	0	0	37	0	0	0	6	0	0	0	0	0	0	0	0	8	48
ATF1	YOR377W	YOR377W	protein_coding	0	0	1	44	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	25
ATF2	YGR177C	YGR177C	protein_coding	1	4	10	71	0	0	0	0	28	0	0	0	10	0	0	0	1	0	0	1	0	4	43
ATG1	YGL180W	YGL180W	protein_coding	0	2	4	70	0	0	0	0	43	0	0	0	4	0	0	0	0	0	0	0	0	2	27
ATG10	YLL042C	YLL042C	protein_coding	0	0	1	52	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	30
ATG11	YPR049C	YPR049C	protein_coding	0	7	8	49	0	0	0	0	26	0	0	0	8	0	0	0	0	0	0	0	0	7	23
ATG12	YBR217W	YBR217W	protein_coding	0	0	1	89	0	0	0	0	44	0	0	0	1	0	0	0	0	0	0	0	0	0	45
ATG13	YPR185W	YPR185W	protein_coding	0	8	9	45	0	0	0	0	13	0	0	0	9	0	0	0	0	0	0	0	0	8	32
ATG14	YBR128C	YBR128C	protein_coding	0	1	4	77	0	0	0	0	38	0	0	0	4	0	0	0	0	0	0	0	0	1	39
ATG15	YCR068W	YCR068W	protein_coding	1	9	12	80	0	0	0	0	52	0	0	0	12	0	0	0	0	0	1	0	0	9	28
ATG16	YMR159C	YMR159C	protein_coding	0	2	1	85	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	0	2	37
ATG17	YLR423C	YLR423C	protein_coding	0	0	3	29	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	0	12
ATG18	YFR021W	YFR021W	protein_coding	0	1	9	109	0	0	0	0	37	0	0	0	9	0	0	0	0	0	0	0	0	1	72
ATG19	YOL082W	YOL082W	protein_coding	0	8	4	167	0	0	0	0	64	0	0	0	4	0	0	0	0	0	0	0	0	8	103
ATG2	YNL242W	YNL242W	protein_coding	0	19	17	59	0	0	0	0	19	0	0	0	17	0	0	0	0	0	0	0	0	19	40
ATG20	YDL113C	YDL113C	protein_coding	0	4	5	88	0	0	0	0	41	0	0	0	5	0	0	0	0	0	0	0	0	4	47
ATG21	YPL100W	YPL100W	protein_coding	1	3	6	75	0	0	0	0	29	0	0	0	6	0	0	0	1	0	0	1	0	3	46
ATG22	YCL038C	YCL038C	protein_coding	1	2	6	68	0	0	0	0	47	0	0	0	6	0	0	0	0	0	1	0	0	2	21
ATG23	YLR431C	YLR431C	protein_coding	0	2	4	40	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	0	2	26
ATG26	YLR189C	YLR189C	protein_coding	0	16	9	71	0	0	0	0	54	0	0	0	9	0	0	0	0	0	0	0	0	16	17
ATG27	YJL178C	YJL178C	protein_coding	0	5	8	115	0	0	0	0	58	0	0	0	8	0	0	0	0	0	0	0	0	5	57
ATG29	YPL166W	YPL166W	protein_coding	1	4	2	92	0	0	0	0	45	0	0	0	2	0	0	0	0	1	0	0	0	4	47
ATG3	YNR007C	YNR007C	protein_coding	0	2	2	43	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	2	24
ATG31	YDR022C	YDR022C	protein_coding	0	1	2	39	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	0	1	17
ATG32	YIL146C	YIL146C	protein_coding	0	11	3	78	0	0	0	0	30	0	0	0	3	0	0	0	0	0	0	0	0	11	48
ATG33	YLR356W	YLR356W	protein_coding	0	2	3	90	0	0	0	0	39	0	0	0	3	0	0	0	0	0	0	0	0	2	51
ATG34	YOL083W	YOL083W	protein_coding	1	11	15	151	0	0	0	0	82	0	0	0	15	0	0	0	0	0	1	0	0	11	69
ATG36	YJL185C	YJL185C	protein_coding	0	4	3	120	0	0	0	0	57	0	0	0	3	0	0	0	0	0	0	0	0	4	63
ATG38	YLR211C	YLR211C	protein_coding	0	0	0	72	0	0	0	0	45	0	0	1	0	0	0	0	0	0	0	0	0	0	26
ATG4	YNL223W	YNL223W	protein_coding	0	3	6	44	0	0	0	0	33	0	0	0	6	0	0	0	0	0	0	0	0	3	11
ATG5	YPL149W	YPL149W	protein_coding	0	1	0	66	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	1	29
ATG7	YHR171W	YHR171W	protein_coding	0	2	4	55	0	0	0	0	27	0	0	0	4	0	0	0	0	0	0	0	0	2	28
ATG8	YBL078C	YBL078C	protein_coding	0	0	0	63	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	27
ATG9	YDL149W	YDL149W	protein_coding	1	16	17	77	0	0	0	0	37	0	0	0	17	0	0	0	0	0	1	0	0	16	40
ATH1	YPR026W	YPR026W	protein_coding	2	8	14	45	0	0	0	0	23	0	0	0	14	0	0	0	0	0	2	0	0	8	22
ATM1	YMR301C	YMR301C	protein_coding	0	8	5	102	0	0	0	0	36	0	0	0	5	0	0	0	0	0	0	0	0	8	66
ATO2	YNR002C	YNR002C	protein_coding	0	2	0	41	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	2	20
ATO3	YDR384C	YDR384C	protein_coding	0	3	4	40	0	0	0	0	29	0	0	0	4	0	0	0	0	0	0	0	0	3	11
ATP1	YBL099W	YBL099W	protein_coding	0	7	4	37	0	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	0	7	15
ATP10	YLR393W	YLR393W	protein_coding	0	0	2	79	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	0	0	41
ATP11	YNL315C	YNL315C	protein_coding	0	4	3	129	0	0	0	0	65	0	0	0	3	0	0	0	0	0	0	0	0	4	64
ATP12	YJL180C	YJL180C	protein_coding	0	5	5	118	0	0	0	0	64	0	0	0	5	0	0	0	0	0	0	0	0	5	54
ATP14	YLR295C	YLR295C	protein_coding	0	3	3	108	0	0	0	0	46	0	0	0	3	0	0	0	0	0	0	0	0	3	62
ATP15	YPL271W	YPL271W	protein_coding	0	0	0	56	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	35
ATP16	YDL004W	YDL004W	protein_coding	0	1	4	79	0	0	0	0	39	0	0	0	4	0	0	0	0	0	0	0	0	1	40
ATP17	YDR377W	YDR377W	protein_coding	0	2	2	37	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	2	22
ATP18	YML081C-A	YML081C-A	protein_coding	1	1	1	86	0	0	0	0	46	0	0	0	1	0	0	0	0	1	0	0	0	1	40
ATP19	YOL077W-A	YOL077W-A	protein_coding	0	1	1	69	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	1	54
ATP2	YJR121W	YJR121W	protein_coding	0	4	6	46	0	0	0	0	18	0	0	0	6	0	0	0	0	0	0	0	0	4	28
ATP20	YPR020W	YPR020W	protein_coding	0	1	0	47	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	22
ATP22	YDR350C	YDR350C	protein_coding	0	1	3	70	0	0	0	0	42	0	0	0	3	0	0	0	0	0	0	0	0	1	28
ATP23	YNR020C	YNR020C	protein_coding	1	2	1	58	0	0	0	0	41	1	0	0	1	0	0	0	0	0	0	0	0	2	17
ATP25	YMR098C	YMR098C	protein_coding	0	1	3	48	0	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	0	1	27
ATP3	YBR039W	YBR039W	protein_coding	0	1	2	59	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	1	31
ATP4	YPL078C	YPL078C	protein_coding	0	0	2	44	0	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	0	0	19
ATP5	YDR298C	YDR298C	protein_coding	0	6	0	103	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	6	29
ATP7	YKL016C	YKL016C	protein_coding	0	0	1	106	0	0	0	0	53	0	0	0	1	0	0	0	0	0	0	0	0	0	53
ATR1	YML116W	YML116W	protein_coding	1	2	7	100	0	0	0	0	36	0	0	0	7	0	0	0	0	0	1	0	0	2	64
ATS1	YAL020C	YAL020C	protein_coding	0	0	6	44	0	0	0	0	26	0	0	0	6	0	0	0	0	0	0	0	0	0	18
ATX1	YNL259C	YNL259C	protein_coding	0	0	0	35	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ATX2	YOR079C	YOR079C	protein_coding	0	5	2	92	0	0	0	0	37	0	0	0	2	0	0	0	0	0	0	0	0	5	55
AUA1	YFL010W-A	YFL010W-A	protein_coding	0	2	3	44	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	2	18
AUR1	YKL004W	YKL004W	protein_coding	0	3	4	57	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	0	3	43
AUS1	YOR011W	YOR011W	protein_coding	1	20	24	79	0	0	0	0	53	0	0	0	24	0	0	0	0	0	1	0	0	20	26
AVL9	YLR114C	YLR114C	protein_coding	1	0	5	56	0	0	0	0	28	0	0	0	5	0	0	0	0	0	1	0	0	0	28
AVO1	YOL078W	YOL078W	protein_coding	1	15	15	77	0	0	0	0	17	1	0	0	15	0	0	0	0	0	0	0	0	15	60
AVO2	YMR068W	YMR068W	protein_coding	1	3	7	60	0	0	0	0	30	0	0	0	7	0	0	0	0	0	1	0	0	3	30
AVT1	YJR001W	YJR001W	protein_coding	0	4	7	74	0	0	0	0	34	0	0	0	7	0	0	0	0	0	0	0	0	4	40
AVT2	YEL064C	YEL064C	protein_coding	0	6	4	120	0	0	0	0	79	0	0	0	4	0	0	0	0	0	0	0	0	6	41
AVT3	YKL146W	YKL146W	protein_coding	0	8	10	69	0	0	0	0	42	0	0	0	10	0	0	0	0	0	0	0	0	8	27
AVT4	YNL101W	YNL101W	protein_coding	1	1	3	53	0	0	0	0	28	0	0	0	3	0	0	0	0	0	1	0	0	1	25
AVT5	YBL089W	YBL089W	protein_coding	0	4	3	39	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	4	24
AVT6	YER119C	YER119C	protein_coding	1	1	6	67	0	0	0	0	32	0	0	0	6	0	0	0	0	0	1	0	0	1	35
AVT7	YIL088C	YIL088C	protein_coding	0	6	6	116	0	0	0	0	65	0	0	0	6	0	0	0	0	0	0	0	0	6	51
AXL1	YPR122W	YPR122W	protein_coding	0	5	8	65	0	0	0	0	25	0	0	0	8	0	0	0	0	0	0	0	0	5	40
AXL2	YIL140W	YIL140W	protein_coding	0	11	16	90	0	0	0	0	44	0	0	0	16	0	0	0	0	0	0	0	0	11	46
AYR1	YIL124W	YIL124W	protein_coding	0	3	2	85	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	3	27
AYT1	YLL063C	YLL063C	protein_coding	1	1	8	83	0	0	0	0	21	0	0	0	8	0	0	0	0	0	1	0	0	1	62
AZF1	YOR113W	YOR113W	protein_coding	0	20	12	86	0	0	0	1	49	0	0	0	11	0	0	0	0	0	0	0	0	20	37
AZR1	YGR224W	YGR224W	protein_coding	0	1	5	92	0	0	0	0	50	0	0	0	5	0	0	0	0	0	0	0	0	1	42
BAG7	YOR134W	YOR134W	protein_coding	0	6	4	76	0	0	0	0	49	0	0	0	4	0	0	0	0	0	0	0	0	6	27
BAP2	YBR068C	YBR068C	protein_coding	0	3	10	90	0	0	0	0	47	0	0	0	10	0	0	0	0	0	0	0	0	3	43
BAP3	YDR046C	YDR046C	protein_coding	1	3	11	53	0	0	0	0	27	0	0	0	11	0	0	0	0	0	1	0	0	3	26
BAR1	YIL015W	YIL015W	protein_coding	0	5	9	46	0	0	0	0	26	0	0	0	9	0	0	0	0	0	0	0	0	5	20
BAS1	YKR099W	YKR099W	protein_coding	1	11	10	74	0	0	0	0	31	1	0	0	10	0	0	0	0	0	0	0	0	11	43
BAT1	YHR208W	YHR208W	protein_coding	0	6	6	54	0	0	0	0	29	0	0	0	6	0	0	0	0	0	0	0	0	6	25
BAT2	YJR148W	YJR148W	protein_coding	0	4	7	86	0	0	0	0	33	0	0	0	7	0	0	0	0	0	0	0	0	4	53
BBC1	YJL020C	YJL020C	protein_coding	1	19	16	61	0	0	0	0	31	0	0	0	16	0	0	0	0	0	1	0	0	19	30
BBP1	YPL255W	YPL255W	protein_coding	2	1	8	60	0	0	0	0	35	0	0	0	8	0	0	0	1	0	1	1	0	1	25
BCD1	YHR040W	YHR040W	protein_coding	1	7	5	100	0	0	0	0	46	0	0	0	5	0	0	0	0	0	1	0	0	7	54
BCH1	YMR237W	YMR237W	protein_coding	0	2	7	48	0	0	0	0	33	0	0	0	7	0	0	0	0	0	0	0	0	2	15
BCH2	YKR027W	YKR027W	protein_coding	0	5	6	61	0	0	0	0	21	0	0	0	6	0	0	0	0	0	0	0	0	5	40
BCK1	YJL095W	YJL095W	protein_coding	0	5	15	31	0	0	0	0	17	0	0	0	15	0	0	0	0	0	0	0	0	5	14
BCK2	YER167W	YER167W	protein_coding	0	12	10	79	0	0	0	0	46	0	0	0	10	0	0	0	0	0	0	0	0	12	33
BCP1	YDR361C	YDR361C	protein_coding	0	0	2	32	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	0	13
BCS1	YDR375C	YDR375C	protein_coding	0	0	4	40	0	0	0	0	23	0	0	0	4	0	0	0	0	0	0	0	0	0	17
